outcome,weight_class,f1_name,f2_name,winner,loser,method,method_details,end_round,time,total_time
win,Welterweight,augusto montano,chris heatherly,augusto montano,chris heatherly,KO/TKO,Knees,1,4:50,290.0
win,Welterweight,hector urbina,edgar garcia,hector urbina,edgar garcia,SUB,Guillotine Choke,1,3:38,218.0
win,Featherweight,yair rodriguez,leonardo morales,yair rodriguez,leonardo morales,U-DEC,,3,5:00,900.0
win,Bantamweight,alejandro perez,jose quinonez,alejandro perez,jose quinonez,U-DEC,,3,5:00,900.0
win,Women's Bantamweight,jessica eye,leslie smith,jessica eye,leslie smith,KO/TKO,,2,1:30,390.0
win,Featherweight,gabriel benitez,humberto brown morrison,gabriel benitez,humberto brown morrison,SUB,Guillotine Choke,3,0:30,630.0
win,Bantamweight,henry briones,guido cannetti,henry briones,guido cannetti,SUB,Rear Naked Choke,2,1:44,404.0
win,Bantamweight,marco beltran,marlon vera,marco beltran,marlon vera,U-DEC,,3,5:00,900.0
win,Light Heavyweight,ovince saint preux,mauricio rua,ovince saint preux,mauricio rua,KO/TKO,Punch,1,0:34,34.0
win,Welterweight,warlley alves,alan jouban,warlley alves,alan jouban,U-DEC,,3,5:00,900.0
win,Welterweight,claudio silva,leon edwards,claudio silva,leon edwards,S-DEC,,3,5:00,900.0
win,Welterweight,dhiego lima,jorge de oliveira,dhiego lima,jorge de oliveira,U-DEC,,3,5:00,900.0
win,Women's Strawweight,juliana lima,nina nunes,juliana lima,nina nunes,U-DEC,,3,5:00,900.0
win,Featherweight,diego rivas,rodolfo rubio perez,diego rivas,rodolfo rubio perez,U-DEC,,3,5:00,900.0
win,Middleweight,caio magalhaes,trevor smith,caio magalhaes,trevor smith,KO/TKO,Punch,1,0:31,31.0
win,Lightweight,leandro silva,charlie brenneman,leandro silva,charlie brenneman,SUB,Rear Naked Choke,1,4:15,255.0
win,Bantamweight,thomas almeida,tim gorman,thomas almeida,tim gorman,U-DEC,,3,5:00,900.0
win,Welterweight,colby covington,wagner silva,colby covington,wagner silva,SUB,Rear Naked Choke,3,3:26,806.0
win,Featherweight,frankie edgar,cub swanson,frankie edgar,cub swanson,SUB,Neck Crank,5,4:56,1496.0
win,Lightweight,edson barboza,king green,edson barboza,king green,U-DEC,,3,5:00,900.0
win,Flyweight,chico camus,brad pickett,chico camus,brad pickett,S-DEC,,3,5:00,900.0
win,Heavyweight,aleksei oleinik,jared rosholt,aleksei oleinik,jared rosholt,KO/TKO,Punch,1,3:21,201.0
win,Flyweight,joseph benavidez,dustin ortiz,joseph benavidez,dustin ortiz,U-DEC,,3,5:00,900.0
win,Lightweight,matt wiman,isaac vallie-flagg,matt wiman,isaac vallie-flagg,U-DEC,,3,5:00,900.0
win,Heavyweight,ruslan magomedov,josh copeland,ruslan magomedov,josh copeland,U-DEC,,3,5:00,900.0
win,Middleweight,roger narvaez,luke barnatt,roger narvaez,luke barnatt,S-DEC,,3,5:00,900.0
win,Lightweight,james vick,nick hein,james vick,nick hein,U-DEC,,3,5:00,900.0
win,Lightweight,akbarh arreola,yves edwards,akbarh arreola,yves edwards,SUB,Armbar,1,1:52,112.0
win,Women's Strawweight,paige vanzant,kailin curran,paige vanzant,kailin curran,KO/TKO,Punches,3,2:54,774.0
win,Featherweight,dooho choi,juan manuel puig,dooho choi,juan manuel puig,KO/TKO,Punch,1,0:18,18.0
win,Women's Strawweight,carla esparza,rose namajunas,carla esparza,rose namajunas,SUB,Rear Naked Choke,3,1:26,686.0
win,Featherweight,charles oliveira,jeremy stephens,charles oliveira,jeremy stephens,U-DEC,,3,5:00,900.0
win,Lightweight,kj noons,daron cruickshank,kj noons,daron cruickshank,CNC,,2,0:25,325.0
win,Lightweight,yancy medeiros,joe proctor,yancy medeiros,joe proctor,SUB,Guillotine Choke,1,4:37,277.0
win,Women's Strawweight,jessica penne,randa markos,jessica penne,randa markos,S-DEC,,3,5:00,900.0
win,Women's Strawweight,felice herrig,lisa ellis,felice herrig,lisa ellis,SUB,Armbar,2,3:05,485.0
win,Women's Strawweight,heather clark,bec rawlings,heather clark,bec rawlings,U-DEC,,3,5:00,900.0
win,Women's Strawweight,joanne wood,seo hee ham,joanne wood,seo hee ham,U-DEC,,3,5:00,900.0
win,Women's Strawweight,tecia pennington,angela magana,tecia pennington,angela magana,U-DEC,,3,5:00,900.0
win,Women's Strawweight,aisling daly,alex chambers,aisling daly,alex chambers,SUB,Armbar,1,4:53,293.0
win,Women's Strawweight,angela hill,emily kagan,angela hill,emily kagan,U-DEC,,3,5:00,900.0
win,Welterweight,robbie lawler,johny hendricks,robbie lawler,johny hendricks,S-DEC,,5,5:00,1500.0
win,Lightweight,anthony pettis,gilbert melendez,anthony pettis,gilbert melendez,SUB,Guillotine Choke,2,1:53,413.0
win,Heavyweight,travis browne,brendan schaub,travis browne,brendan schaub,KO/TKO,Punches,1,4:50,290.0
win,Heavyweight,todd duffee,anthony hamilton,todd duffee,anthony hamilton,KO/TKO,Punch,1,0:33,33.0
win,Lightweight,tony ferguson,abel trujillo,tony ferguson,abel trujillo,SUB,Rear Naked Choke,2,4:19,559.0
win,Bantamweight,urijah faber,francisco rivera,urijah faber,francisco rivera,SUB,Bulldog Choke,2,1:34,394.0
win,Middleweight,josh samman,eddie gordon,josh samman,eddie gordon,KO/TKO,Kick,2,3:08,488.0
win,Light Heavyweight,corey anderson,justin jones,corey anderson,justin jones,U-DEC,,3,5:00,900.0
win,Women's Bantamweight,raquel pennington,ashlee evans-smith,raquel pennington,ashlee evans-smith,SUB,Bulldog Choke,1,4:59,299.0
win,Bantamweight,sergio pettis,matt hobar,sergio pettis,matt hobar,U-DEC,,3,5:00,900.0
win,Featherweight,clay collard,alex white,clay collard,alex white,U-DEC,,3,5:00,900.0
win,Heavyweight,junior dos santos,stipe miocic,junior dos santos,stipe miocic,U-DEC,,5,5:00,1500.0
win,Lightweight,rafael dos anjos,nate diaz,rafael dos anjos,nate diaz,U-DEC,,3,5:00,900.0
win,Heavyweight,alistair overeem,stefan struve,alistair overeem,stefan struve,KO/TKO,Punch,1,4:13,253.0
win,Heavyweight,matt mitrione,gabriel gonzaga,matt mitrione,gabriel gonzaga,KO/TKO,Punch,1,1:59,119.0
win,Women's Strawweight,joanna jedrzejczyk,claudia gadelha,joanna jedrzejczyk,claudia gadelha,S-DEC,,3,5:00,900.0
win,Flyweight,john moraga,willie gates,john moraga,willie gates,SUB,Rear Naked Choke,3,4:06,846.0
win,Welterweight,ben saunders,joe riggs,ben saunders,joe riggs,SUB,Injury,1,0:57,57.0
win,Lightweight,drew dober,jamie varner,drew dober,jamie varner,SUB,Rear Naked Choke,1,1:52,112.0
win,Lightweight,bryan barberena,joe ellenberger,bryan barberena,joe ellenberger,KO/TKO,Punches,3,3:24,804.0
win,Lightweight,david michaud,garett whiteley,david michaud,garett whiteley,U-DEC,,3,5:00,900.0
win,Bantamweight,henry cejudo,dustin kimura,henry cejudo,dustin kimura,U-DEC,,3,5:00,900.0
win,Bantamweight,ian entwistle,anthony birchak,ian entwistle,anthony birchak,SUB,Heel Hook,1,1:04,64.0
win,Light Heavyweight,anthony johnson,alexander gustafsson,anthony johnson,alexander gustafsson,KO/TKO,Punches,1,2:15,135.0
win,Middleweight,gegard mousasi,dan henderson,gegard mousasi,dan henderson,KO/TKO,Punch,1,1:10,70.0
win,Light Heavyweight,ryan bader,phil davis,ryan bader,phil davis,S-DEC,,3,5:00,900.0
win,Featherweight,sam sicilia,akira corassani,sam sicilia,akira corassani,KO/TKO,Punch,1,3:26,206.0
win,Welterweight,albert tumenov,nicholas musoke,albert tumenov,nicholas musoke,U-DEC,,3,5:00,900.0
win,Welterweight,kenny robertson,sultan aliev,kenny robertson,sultan aliev,KO/TKO,Punch,1,2:42,162.0
win,Featherweight,makwan amirkhani,andy ogle,makwan amirkhani,andy ogle,KO/TKO,Punches,1,0:08,8.0
win,Light Heavyweight,nikita krylov,stanislav nedkov,nikita krylov,stanislav nedkov,SUB,Guillotine Choke,1,1:24,84.0
win,Lightweight,mairbek taisumov,anthony christodoulou,mairbek taisumov,anthony christodoulou,KO/TKO,Punches,2,0:38,338.0
win,Featherweight,mirsad bektic,paul redmond,mirsad bektic,paul redmond,U-DEC,,3,5:00,900.0
win,Heavyweight,viktor pesta,konstantin erokhin,viktor pesta,konstantin erokhin,U-DEC,,3,5:00,900.0
win,Flyweight,neil seery,chris beal,neil seery,chris beal,U-DEC,,3,5:00,900.0
win,Light Heavyweight,jon jones,daniel cormier,jon jones,daniel cormier,U-DEC,,5,5:00,1500.0
win,Lightweight,donald cerrone,myles jury,donald cerrone,myles jury,U-DEC,,3,5:00,900.0
win,Middleweight,brad tavares,nate marquardt,brad tavares,nate marquardt,U-DEC,,3,5:00,900.0
win,Flyweight,kyoji horiguchi,louis gaudinot,kyoji horiguchi,louis gaudinot,U-DEC,,3,5:00,900.0
win,Welterweight,hector lombard,joshua burkman,hector lombard,joshua burkman,Overturned,,3,5:00,900.0
win,Lightweight,paul felder,danny castillo,paul felder,danny castillo,KO/TKO,Spinning Back Fist,2,2:09,429.0
win,Bantamweight,cody garbrandt,marcus brimage,cody garbrandt,marcus brimage,KO/TKO,Punches,3,4:50,890.0
win,Heavyweight,shawn jordan,jared cannonier,shawn jordan,jared cannonier,KO/TKO,Punch,1,2:57,177.0
win,Middleweight,lyoto machida,cb dollaway,lyoto machida,cb dollaway,KO/TKO,Kick,1,1:02,62.0
win,Bantamweight,renan barao,mitch gagnon,renan barao,mitch gagnon,SUB,Arm Triangle,3,3:53,833.0
win,Light Heavyweight,patrick cummins,antonio carlos junior,patrick cummins,antonio carlos junior,U-DEC,,3,5:00,900.0
win,Lightweight,rashid magomedov,elias silverio,rashid magomedov,elias silverio,KO/TKO,Punches,3,4:57,897.0
win,Welterweight,erick silva,mike rhodes,erick silva,mike rhodes,SUB,Arm Triangle,1,1:15,75.0
win,Middleweight,daniel sarafian,antonio dos santos,daniel sarafian,antonio dos santos,KO/TKO,,2,1:01,361.0
win,Light Heavyweight,marcos rogerio de lima,igor pokrajac,marcos rogerio de lima,igor pokrajac,KO/TKO,Punches,1,1:59,119.0
win,Featherweight,renato moicano,tom niinimaki,renato moicano,tom niinimaki,SUB,Rear Naked Choke,2,3:30,510.0
win,Featherweight,hacran dias,darren elkins,hacran dias,darren elkins,U-DEC,,3,5:00,900.0
win,Bantamweight,leandro issa,yuta sasaki,leandro issa,yuta sasaki,SUB,Neck Crank,2,4:13,553.0
win,Welterweight,tim means,marcio alexandre junior,tim means,marcio alexandre junior,S-DEC,,3,5:00,900.0
win,Middleweight,vitor miranda,jake collier,vitor miranda,jake collier,KO/TKO,Kick,1,4:59,299.0
win,Lightweight,evan dunham,rodrigo damm,evan dunham,rodrigo damm,U-DEC,,3,5:00,900.0
win,Welterweight,omari akhmedov,mats nilsson,omari akhmedov,mats nilsson,U-DEC,,3,5:00,900.0
win,Women's Bantamweight,marion reneau,alexis dufresne,marion reneau,alexis dufresne,U-DEC,,3,5:00,900.0
win,Featherweight,conor mcgregor,dennis siver,conor mcgregor,dennis siver,KO/TKO,Punch,2,1:54,414.0
win,Lightweight,donald cerrone,benson henderson,donald cerrone,benson henderson,U-DEC,,3,5:00,900.0
win,Middleweight,uriah hall,ron stallings,uriah hall,ron stallings,KO/TKO,,1,3:37,217.0
win,Lightweight,gleison tibau,norman parke,gleison tibau,norman parke,S-DEC,,3,5:00,900.0
win,Welterweight,cathal pendred,sean spencer,cathal pendred,sean spencer,U-DEC,,3,5:00,900.0
win,Welterweight,lorenz larkin,john howard,lorenz larkin,john howard,KO/TKO,Punch,1,2:17,137.0
win,Lightweight,chris wade,zhang lipeng,chris wade,zhang lipeng,U-DEC,,3,5:00,900.0
win,Flyweight,paddy holohan,shane howell,paddy holohan,shane howell,U-DEC,,3,5:00,900.0
win,Lightweight,johnny case,frankie perez,johnny case,frankie perez,KO/TKO,Punches,3,1:54,714.0
win,Featherweight,charles rosa,sean soriano,charles rosa,sean soriano,SUB,D'Arce Choke,3,4:43,883.0
win,Light Heavyweight,sean o'connell,matt van buren,sean o'connell,matt van buren,KO/TKO,Punches,3,2:11,731.0
win,Flyweight,joby sanchez,tateki matsuda,joby sanchez,tateki matsuda,S-DEC,,3,5:00,900.0
win,Middleweight,anderson silva,nick diaz,anderson silva,nick diaz,Overturned,,5,5:00,1500.0
win,Welterweight,tyron woodley,kelvin gastelum,tyron woodley,kelvin gastelum,S-DEC,,3,5:00,900.0
win,Lightweight,al iaquinta,joe lauzon,al iaquinta,joe lauzon,KO/TKO,Punches,2,3:34,514.0
win,Middleweight,thales leites,tim boetsch,thales leites,tim boetsch,SUB,Arm Triangle,2,3:45,525.0
win,Welterweight,thiago alves,jordan mein,thiago alves,jordan mein,KO/TKO,Kick,2,0:39,339.0
win,Women's Bantamweight,miesha tate,sara mcmann,miesha tate,sara mcmann,M-DEC,,3,5:00,900.0
win,Middleweight,derek brunson,ed herman,derek brunson,ed herman,KO/TKO,Punch,1,0:36,36.0
win,Flyweight,john lineker,ian mccall,john lineker,ian mccall,U-DEC,,3,5:00,900.0
win,Middleweight,rafael natal,tom watson,rafael natal,tom watson,U-DEC,,3,5:00,900.0
win,Middleweight,ildemar alcantara,richardson moreira,ildemar alcantara,richardson moreira,S-DEC,,3,5:00,900.0
win,Middleweight,thiago santos,andy enz,thiago santos,andy enz,KO/TKO,Punches,1,1:56,116.0
win,Women's Bantamweight,ronda rousey,cat zingano,ronda rousey,cat zingano,SUB,Armbar,1,0:14,14.0
win,Women's Bantamweight,holly holm,raquel pennington,holly holm,raquel pennington,S-DEC,,3,5:00,900.0
win,Welterweight,jake ellenberger,josh koscheck,jake ellenberger,josh koscheck,SUB,North-South Choke,2,4:20,560.0
win,Welterweight,alan jouban,richard walsh,alan jouban,richard walsh,KO/TKO,Elbow,1,2:19,139.0
win,Lightweight,tony ferguson,gleison tibau,tony ferguson,gleison tibau,SUB,Rear Naked Choke,1,2:37,157.0
win,Middleweight,roan carneiro,mark munoz,roan carneiro,mark munoz,SUB,Rear Naked Choke,1,1:40,100.0
win,Bantamweight,roman salazar,norifumi yamamoto,roman salazar,norifumi yamamoto,CNC,,2,2:37,457.0
win,Welterweight,tim means,dhiego lima,tim means,dhiego lima,KO/TKO,Punch,1,2:17,137.0
win,Heavyweight,derrick lewis,ruan potts,derrick lewis,ruan potts,KO/TKO,Punches,2,3:18,498.0
win,Lightweight,valmir lazaro,james krause,valmir lazaro,james krause,S-DEC,,3,5:00,900.0
win,Featherweight,masio fullen,alex torres,masio fullen,alex torres,S-DEC,,3,5:00,900.0
win,Welterweight,benson henderson,brandon thatch,benson henderson,brandon thatch,SUB,Rear Naked Choke,4,3:58,1138.0
win,Featherweight,max holloway,cole miller,max holloway,cole miller,U-DEC,,3,5:00,900.0
win,Welterweight,neil magny,kiichi kunimoto,neil magny,kiichi kunimoto,SUB,Rear Naked Choke,3,1:22,682.0
win,Middleweight,daniel kelly,patrick walsh,daniel kelly,patrick walsh,U-DEC,,3,5:00,900.0
win,Lightweight,kevin lee,michel prazeres,kevin lee,michel prazeres,U-DEC,,3,5:00,900.0
win,Flyweight,ray borg,chris kelades,ray borg,chris kelades,SUB,Kimura,3,2:56,776.0
win,Lightweight,efrain escudero,rodrigo de lima,efrain escudero,rodrigo de lima,U-DEC,,3,5:00,900.0
win,Featherweight,chas skelly,jim alers,chas skelly,jim alers,KO/TKO,Punches,2,4:59,599.0
win,Flyweight,zach makovsky,tim elliott,zach makovsky,tim elliott,U-DEC,,3,5:00,900.0
win,Lightweight,james moontasri,cody pfister,james moontasri,cody pfister,SUB,Rear Naked Choke,2,1:49,409.0
win,Heavyweight,frank mir,antonio silva,frank mir,antonio silva,KO/TKO,Punch,1,1:40,100.0
win,Lightweight,michael johnson,edson barboza,michael johnson,edson barboza,U-DEC,,3,5:00,900.0
win,Middleweight,sam alvey,cezar ferreira,sam alvey,cezar ferreira,KO/TKO,Punches,1,3:34,214.0
win,Lightweight,adriano martins,rustam khabilov,adriano martins,rustam khabilov,S-DEC,,3,5:00,900.0
win,Bantamweight,frankie saenz,iuri alcantara,frankie saenz,iuri alcantara,U-DEC,,3,5:00,900.0
win,Welterweight,santiago ponzinibbio,sean strickland,santiago ponzinibbio,sean strickland,U-DEC,,3,5:00,900.0
win,Women's Bantamweight,marion reneau,jessica andrade,marion reneau,jessica andrade,SUB,Triangle Choke,1,1:54,114.0
win,Welterweight,matt dwyer,william macario,matt dwyer,william macario,KO/TKO,Punch,1,3:14,194.0
win,Featherweight,mike de la torre,tiago dos santos e silva,mike de la torre,tiago dos santos e silva,KO/TKO,Punch,1,2:59,179.0
win,Bantamweight,douglas silva de andrade,cody gibson,douglas silva de andrade,cody gibson,U-DEC,,3,5:00,900.0
win,Lightweight,ivan jorge,josh shockley,ivan jorge,josh shockley,U-DEC,,3,5:00,900.0
win,Lightweight,rafael dos anjos,anthony pettis,rafael dos anjos,anthony pettis,U-DEC,,5,5:00,1500.0
win,Women's Strawweight,joanna jedrzejczyk,carla esparza,joanna jedrzejczyk,carla esparza,KO/TKO,Punches,2,4:17,557.0
win,Welterweight,johny hendricks,matt brown,johny hendricks,matt brown,U-DEC,,3,5:00,900.0
win,Heavyweight,alistair overeem,roy nelson,alistair overeem,roy nelson,U-DEC,,3,5:00,900.0
win,Flyweight,henry cejudo,chris cariaso,henry cejudo,chris cariaso,U-DEC,,3,5:00,900.0
win,Lightweight,ross pearson,sam stout,ross pearson,sam stout,KO/TKO,Punch,2,1:33,393.0
win,Middleweight,elias theodorou,roger narvaez,elias theodorou,roger narvaez,KO/TKO,Punches,2,4:07,547.0
win,Lightweight,beneil dariush,daron cruickshank,beneil dariush,daron cruickshank,SUB,Rear Naked Choke,2,2:38,458.0
win,Heavyweight,jared rosholt,josh copeland,jared rosholt,josh copeland,KO/TKO,Punches,3,3:12,792.0
win,Flyweight,ryan benoit,sergio pettis,ryan benoit,sergio pettis,KO/TKO,Punch,2,1:34,394.0
win,Lightweight,joe duffy,jake lindsey,joe duffy,jake lindsey,KO/TKO,Punch,1,1:47,107.0
win,Women's Bantamweight,germaine de randamie,larissa pacheco,germaine de randamie,larissa pacheco,KO/TKO,Punch,2,2:02,422.0
win,Featherweight,chad mendes,ricardo lamas,chad mendes,ricardo lamas,KO/TKO,Punches,1,2:45,165.0
win,Lightweight,al iaquinta,jorge masvidal,al iaquinta,jorge masvidal,S-DEC,,3,5:00,900.0
win,Lightweight,michael chiesa,mitch clarke,michael chiesa,mitch clarke,U-DEC,,3,5:00,900.0
win,Women's Bantamweight,julianna pena,milana dudieva,julianna pena,milana dudieva,KO/TKO,Elbows,1,3:59,239.0
win,Featherweight,clay guida,robert peralta,clay guida,robert peralta,U-DEC,,3,5:00,900.0
win,Lightweight,dustin poirier,diego ferreira,dustin poirier,diego ferreira,KO/TKO,Punch,1,3:45,225.0
win,Women's Bantamweight,liz carmouche,lauren murphy,liz carmouche,lauren murphy,U-DEC,,3,5:00,900.0
win,Lightweight,alexander yakovlev,gray maynard,alexander yakovlev,gray maynard,U-DEC,,3,5:00,900.0
win,Heavyweight,timothy johnson,shamil abdurakhimov,timothy johnson,shamil abdurakhimov,KO/TKO,Punches,1,4:57,297.0
win,Middleweight,ron stallings,justin jones,ron stallings,justin jones,U-DEC,,3,5:00,900.0
win,Welterweight,demian maia,ryan laflare,demian maia,ryan laflare,U-DEC,,5,5:00,1500.0
win,Welterweight,erick silva,josh koscheck,erick silva,josh koscheck,SUB,Guillotine Choke,1,4:21,261.0
win,Lightweight,leonardo santos,anthony rocco martin,leonardo santos,anthony rocco martin,SUB,Rear Naked Choke,2,2:29,449.0
win,Women's Bantamweight,amanda nunes,shayna baszler,amanda nunes,shayna baszler,KO/TKO,Kick,1,1:56,116.0
win,Lightweight,gilbert burns,alex oliveira,gilbert burns,alex oliveira,SUB,Armbar,3,4:14,854.0
win,Featherweight,godofredo pepey,andre fili,godofredo pepey,andre fili,SUB,Triangle Choke,1,3:14,194.0
win,Lightweight,francisco trinaldo,akbarh arreola,francisco trinaldo,akbarh arreola,U-DEC,,3,5:00,900.0
win,Featherweight,edimilson souza,katsunori kikuno,edimilson souza,katsunori kikuno,KO/TKO,Punch,1,1:31,91.0
win,Lightweight,leandro silva,drew dober,leandro silva,drew dober,Overturned,Guillotine Choke,2,2:45,465.0
win,Lightweight,leonardo mafra,cain carrizosa,leonardo mafra,cain carrizosa,U-DEC,,3,5:00,900.0
win,Lightweight,christos giagos,jorge de oliveira,christos giagos,jorge de oliveira,SUB,Rear Naked Choke,1,3:12,192.0
win,Flyweight,fredy serrano,bentley syler,fredy serrano,bentley syler,KO/TKO,Punch,3,1:34,694.0
win,Heavyweight,mirko filipovic,gabriel gonzaga,mirko filipovic,gabriel gonzaga,KO/TKO,Elbows,3,3:30,810.0
win,Light Heavyweight,jimi manuwa,jan blachowicz,jimi manuwa,jan blachowicz,U-DEC,,3,5:00,900.0
win,Welterweight,pawel pawlak,sheldon westcott,pawel pawlak,sheldon westcott,U-DEC,,3,5:00,900.0
win,Women's Strawweight,maryna moroz,joanne wood,maryna moroz,joanne wood,SUB,Armbar,1,1:30,90.0
win,Welterweight,leon edwards,seth baczynski,leon edwards,seth baczynski,KO/TKO,Punch,1,0:08,8.0
win,Middleweight,bartosz fabinski,garreth mclellan,bartosz fabinski,garreth mclellan,U-DEC,,3,5:00,900.0
win,Welterweight,sergio moraes,mickael lebout,sergio moraes,mickael lebout,U-DEC,,3,5:00,900.0
win,Featherweight,yaotzin meza,damian stasiak,yaotzin meza,damian stasiak,U-DEC,,3,5:00,900.0
win,Heavyweight,anthony hamilton,daniel omielanczuk,anthony hamilton,daniel omielanczuk,U-DEC,,3,5:00,900.0
win,Women's Strawweight,aleksandra albu,izabela badurek,aleksandra albu,izabela badurek,SUB,Guillotine Choke,2,3:34,514.0
win,Lightweight,stevie ray,marcin bandel,stevie ray,marcin bandel,KO/TKO,Punches,2,1:35,395.0
win,Featherweight,taylor lapilus,rocky lee,taylor lapilus,rocky lee,U-DEC,,3,5:00,900.0
win,Middleweight,luke rockhold,lyoto machida,luke rockhold,lyoto machida,SUB,Rear Naked Choke,2,2:31,451.0
win,Middleweight,jacare souza,chris camozzi,jacare souza,chris camozzi,SUB,Armbar,1,2:33,153.0
win,Featherweight,max holloway,cub swanson,max holloway,cub swanson,SUB,Guillotine Choke,3,3:58,838.0
win,Women's Strawweight,paige vanzant,felice herrig,paige vanzant,felice herrig,U-DEC,,3,5:00,900.0
win,Lightweight,beneil dariush,jim miller,beneil dariush,jim miller,U-DEC,,3,5:00,900.0
win,Light Heavyweight,ovince saint preux,patrick cummins,ovince saint preux,patrick cummins,KO/TKO,Punch,1,4:54,294.0
win,Light Heavyweight,gian villante,corey anderson,gian villante,corey anderson,KO/TKO,Punch,3,4:18,858.0
win,Bantamweight,aljamain sterling,takeya mizugaki,aljamain sterling,takeya mizugaki,SUB,Arm Triangle,3,2:11,731.0
win,Welterweight,tim means,george sullivan,tim means,george sullivan,SUB,Arm Triangle,3,3:41,821.0
